"Index","GSPC.Adjusted","AAA","DGS1","GSPC.Adjusted.1"
"1993-02-12",444.579987,7.71,3.43,-0.0069040376251488
"1993-02-16",433.910004,7.71,3.44,-0.0242928384794752
"1993-02-17",433.299988,7.71,3.39,-0.00140684749078179
"1993-02-18",431.899994,7.71,3.3,-0.00323623497687464
"1993-02-19",434.220001,7.71,3.3,0.0053572543345215
"1993-02-22",435.23999,7.71,3.32,0.00234625969790958
"1993-02-23",434.799988,7.71,3.27,-0.00101145245882339
"1993-02-24",440.869995,7.71,3.32,0.0138639084194621
"1993-02-25",442.339996,7.71,3.33,0.00332877203013737
"1993-02-26",443.380005,7.71,3.32,0.00234839334505832
"1993-03-01",442.01001,7.58,3.3,-0.00309467256273521
"1993-03-02",447.899994,7.58,3.31,0.0132374509373268
"1993-03-03",449.26001,7.58,3.28,0.00303182717844219
"1993-03-04",447.339996,7.58,3.24,-0.00428288405546962
"1993-03-05",446.109985,7.58,3.37,-0.00275339818285847
"1993-03-08",454.709991,7.58,3.39,0.0190943085613187
"1993-03-09",454.399994,7.58,3.41,-0.000681979116124332
"1993-03-10",456.329987,7.58,3.4,0.00423834930088951
"1993-03-11",453.720001,7.58,3.35,-0.00573593360876057
"1993-03-12",449.829987,7.58,3.39,-0.00861056518406578
"1993-03-15",451.429993,7.58,3.42,0.00355060186054068
"1993-03-16",451.369995,7.58,3.38,-0.000132915376353182
"1993-03-17",448.309998,7.58,3.36,-0.00680243825236815
"1993-03-18",451.890015,7.58,3.3,0.00795386763415351
"1993-03-19",450.179993,7.58,3.32,-0.00379133334039494
"1993-03-22",448.880005,7.58,3.29,-0.00289188465480628
"1993-03-23",448.76001,7.58,3.28,-0.000267356621161063
"1993-03-24",448.070007,7.58,3.31,-0.00153876012860543
"1993-03-25",450.880005,7.58,3.29,0.0062517539679563
"1993-03-26",447.779999,7.58,3.33,-0.0068992016616285
"1993-03-29",450.769989,7.58,3.33,0.00665516905190611
"1993-03-30",451.970001,7.58,3.29,0.00265860097063619
"1993-03-31",451.670013,7.58,3.32,-0.000663954686319634
"1993-04-01",450.299988,7.46,3.32,-0.00303785281570956
"1993-04-02",441.390015,7.46,3.32,-0.0199851282971082
"1993-04-05",442.290009,7.46,3.3,0.00203692351696105
"1993-04-06",441.160004,7.46,3.35,-0.00255816537352693
"1993-04-07",442.730011,7.46,3.33,0.00355249776445365
"1993-04-08",441.839996,7.46,3.25,-0.00201231172952365
"1993-04-12",448.369995,7.46,3.23,0.0146709567189012
"1993-04-13",449.220001,7.46,3.22,0.00189397443794714
"1993-04-14",448.660004,7.46,3.19,-0.00124737619613313
"1993-04-15",448.399994,7.46,3.22,-0.00057969368350097
"1993-04-16",448.940002,7.46,3.21,0.00120357516124248
"1993-04-19",447.459991,7.46,3.21,-0.00330212484693782
"1993-04-20",445.100006,7.46,3.19,-0.0052881386294743
"1993-04-21",443.630005,7.46,3.17,-0.00330809654762465
"1993-04-22",439.459991,7.46,3.17,-0.0094442129648602
"1993-04-23",437.029999,7.46,3.18,-0.00554483965273533
"1993-04-26",433.540009,7.46,3.23,-0.00801775541059779
"1993-04-27",438.01001,7.46,3.27,0.0102576790704711
"1993-04-28",438.019989,7.46,3.27,2.27823248328818e-05
"1993-04-29",438.890015,7.46,3.24,0.0019843000570301
"1993-04-30",440.190002,7.46,3.26,0.00295761005253592
"1993-05-03",442.459991,7.43,3.22,0.00514358811004101
"1993-05-04",444.049988,7.43,3.23,0.00358709713951022
"1993-05-05",444.519989,7.43,3.26,0.0010578818911231
"1993-05-06",443.26001,7.43,3.22,-0.00283849568000161
"1993-05-07",442.309998,7.43,3.23,-0.00214553870581291
"1993-05-10",442.799988,7.43,3.22,0.00110718454837322
"1993-05-11",444.359985,7.43,3.23,0.00351683722289664
"1993-05-12",444.799988,7.43,3.26,0.000989705000847607
"1993-05-13",439.230011,7.43,3.3,-0.0126014970406283
"1993-05-14",439.559998,7.43,3.33,0.000751003111392201
"1993-05-17",440.369995,7.43,3.41,0.00184104925444384
"1993-05-18",440.320007,7.43,3.4,-0.000113520080709861
"1993-05-19",447.570007,7.43,3.37,0.0163312145004255
"1993-05-20",450.589996,7.43,3.39,0.00672486053970989
"1993-05-21",445.839996,7.43,3.45,-0.0105976919531354
"1993-05-24",448,7.43,3.52,0.00483309812553223
"1993-05-25",448.850006,7.43,3.52,0.00189553715520674
"1993-05-26",453.440002,7.43,3.51,0.010174191342851
"1993-05-27",452.410004,7.43,3.58,-0.00227410374138781
"1993-05-28",450.190002,7.43,3.62,-0.00491913685321865
"1993-06-01",453.829987,7.33,3.55,0.00805292961495763
"1993-06-02",453.850006,7.33,3.56,4.41102594690435e-05
"1993-06-03",452.48999,7.33,3.53,-0.00300111884452825
"1993-06-04",450.059998,7.33,3.67,-0.00538473858258648
"1993-06-07",447.690002,7.33,3.65,-0.00527986968688499
"1993-06-08",444.709991,7.33,3.66,-0.0066786689830165
"1993-06-09",445.779999,7.33,3.62,0.00240319043894122
"1993-06-10",445.380005,7.33,3.62,-0.000897692950909246
"1993-06-11",447.26001,7.33,3.51,0.00421224177305213
"1993-06-14",447.709991,7.33,3.5,0.00100557792420997
"1993-06-15",446.269989,7.33,3.48,-0.00322155591316964
"1993-06-16",447.429993,7.33,3.47,0.00259595988542749
"1993-06-17",448.540009,7.33,3.46,0.00247779850984386
"1993-06-18",443.679993,7.33,3.52,-0.0108943176729115
"1993-06-21",446.220001,7.33,3.52,0.00570854009397959
"1993-06-22",445.929993,7.33,3.51,-0.000650132852468843
"1993-06-23",443.190002,7.33,3.56,-0.00616339681747835
"1993-06-24",446.619995,7.33,3.54,0.00770953349717818
"1993-06-25",447.600006,7.33,3.5,0.00219187983105407
"1993-06-28",451.850006,7.33,3.47,0.00945028978411244
"1993-06-29",450.690002,7.33,3.45,-0.00257053344662594
"1993-06-30",450.529999,7.33,3.45,-0.000355080893685411
"1993-07-01",449.019989,7.17,3.41,-0.00335725960412248
"1993-07-02",445.839996,7.17,3.34,-0.00710727139282152
"1993-07-06",441.429993,7.17,3.42,-0.00994069306981071
"1993-07-07",442.829987,7.17,3.43,0.00316647864073438
"1993-07-08",448.640015,7.17,3.42,0.0130348979801731
"1993-07-09",448.109985,7.17,3.41,-0.0011821133241634
"1993-07-12",448.980011,7.17,3.4,0.00193966330391326
"1993-07-13",448.089996,7.17,3.44,-0.00198427165121728
"1993-07-14",450.079987,7.17,3.4,0.00443121968871019
"1993-07-15",449.220001,7.17,3.41,-0.001912568161063
"1993-07-16",445.75,7.17,3.41,-0.00775449095347902
"1993-07-19",446.029999,7.17,3.42,0.000627955346643283
"1993-07-20",447.309998,7.17,3.48,0.00286564998822136
"1993-07-21",447.179993,7.17,3.52,-0.000290679610109201
"1993-07-22",444.51001,7.17,3.61,-0.00598860808257129
"1993-07-23",447.100006,7.17,3.62,0.00580972227431698
"1993-07-26",449.089996,7.17,3.59,0.00444100752339871
"1993-07-27",448.23999,7.17,3.61,-0.00189452323559802
"1993-07-28",447.190002,7.17,3.59,-0.00234521624388062
"1993-07-29",450.23999,7.17,3.51,0.0067971870119754
"1993-07-30",448.130005,7.17,3.53,-0.00469737166541506
"1993-08-02",450.149994,6.85,3.58,0.00449746717536392
"1993-08-03",449.269989,6.85,3.56,-0.00195682839483435
"1993-08-04",448.540009,6.85,3.57,-0.00162613506751885
"1993-08-05",448.130005,6.85,3.54,-0.000914503713010717
"1993-08-06",448.679993,6.85,3.52,0.00122654312547166
"1993-08-09",450.720001,6.85,3.48,0.00453638317103167
"1993-08-10",449.450012,6.85,3.51,-0.0028216666280283
"1993-08-11",450.459991,6.85,3.5,0.00224462317494911
"1993-08-12",448.959991,6.85,3.47,-0.00333548602588962
"1993-08-13",450.140015,6.85,3.43,0.00262490194564968
"1993-08-16",452.380005,6.85,3.42,0.00496386683907435
"1993-08-17",453.130005,6.85,3.43,0.00165652541268901
"1993-08-18",456.040009,6.85,3.41,0.00640147363545029
"1993-08-19",456.429993,6.85,3.39,0.000854787604832374
"1993-08-20",456.160004,6.85,3.39,-0.000591698372247151
"1993-08-23",455.230011,6.85,3.4,-0.00204082403246897
"1993-08-24",459.769989,6.85,3.36,0.00992353061570661
"1993-08-25",460.130005,6.85,3.35,0.000782728602519711
"1993-08-26",461.040009,6.85,3.34,0.0019757575305217
"1993-08-27",460.540009,6.85,3.38,-0.0010850930777444
"1993-08-30",461.899994,6.85,3.35,0.00294867087498574
"1993-08-31",463.559998,6.85,3.38,0.00358741770501858
"1993-09-01",463.149994,6.66,3.36,-0.000884859406483862
"1993-09-02",461.299988,6.66,3.34,-0.00400239819493553
"1993-09-03",461.339996,6.66,3.25,8.67250514149376e-05
"1993-09-07",458.519989,6.66,3.26,-0.0061314023451704
"1993-09-08",456.649994,6.66,3.32,-0.00408666725805684
"1993-09-09",457.5,6.66,3.37,0.00185966471705346
"1993-09-10",461.720001,6.66,3.32,0.00918176419695094
"1993-09-13",462.059998,6.66,3.33,0.00073609953824505
"1993-09-14",459.899994,6.66,3.41,-0.00468568695120819
"1993-09-15",461.600006,6.66,3.39,0.00368966669259319
"1993-09-16",459.429993,6.66,3.39,-0.00471215273698178
"1993-09-17",458.829987,6.66,3.39,-0.00130683270197984
"1993-09-20",455.049988,6.66,3.41,-0.00827246610055887
"1993-09-21",452.950012,6.66,3.38,-0.00462550604434941
"1993-09-22",456.200012,6.66,3.39,0.00714956554625346
"1993-09-23",457.73999,6.66,3.39,0.00336997932918948
"1993-09-24",457.630005,6.66,3.39,-0.00024030720065138
"1993-09-27",461.799988,6.66,3.32,0.00907086265204171
"1993-09-28",461.529999,6.66,3.32,-0.000584815854561604
"1993-09-29",460.109985,6.66,3.36,-0.00308149635066091
"1993-09-30",458.929993,6.66,3.39,-0.00256788099898397
"1993-10-01",461.279999,6.67,3.35,0.00510755399129792
"1993-10-04",461.339996,6.67,3.35,0.000130057879538015
"1993-10-05",461.200012,6.67,3.38,-0.000303475187765301
"1993-10-06",460.73999,6.67,3.36,-0.000997943547692337
"1993-10-07",459.179993,6.67,3.35,-0.00339159606097361
"1993-10-08",460.309998,6.67,3.33,0.00245789639897698
"1993-10-11",460.880005,6.67,3.33,0.00123754506864326
"1993-10-12",461.119995,6.67,3.36,0.000520585695054088
"1993-10-13",461.48999,6.67,3.36,0.000802061598834669
"1993-10-14",466.829987,6.67,3.36,0.0115047742853047
"1993-10-15",469.5,6.67,3.35,0.00570316079618571
"1993-10-18",468.450012,6.67,3.39,-0.00223890063472609
"1993-10-19",466.209991,6.67,3.39,-0.00479324092513878
"1993-10-20",466.070007,6.67,3.38,-0.000300304632411041
"1993-10-21",465.359985,6.67,3.4,-0.00152458508664566
"1993-10-22",463.269989,6.67,3.42,-0.00450125364752108
"1993-10-25",464.200012,6.67,3.45,0.00200550596938776
"1993-10-26",464.299988,6.67,3.45,0.00021534948925428
"1993-10-27",464.609985,6.67,3.47,0.00066744253053308
"1993-10-28",467.730011,6.67,3.47,0.00669291816336148
"1993-10-29",467.829987,6.67,3.47,0.000213724401628923
"1993-11-01",469.100006,6.93,3.53,0.00271102384882127
"1993-11-02",468.440002,6.93,3.59,-0.00140794868143512
"1993-11-03",463.019989,6.93,3.56,-0.011637803502933
"1993-11-04",457.48999,6.93,3.55,-0.0120152212457043
"1993-11-05",459.570007,6.93,3.58,0.00453628022955499
"1993-11-08",460.209991,6.93,3.55,0.00139160256729198
"1993-11-09",460.329987,6.93,3.54,0.000260707853102282
"1993-11-10",463.720001,6.93,3.56,0.00733732861393577
"1993-11-11",462.640015,6.93,3.56,-0.00233167768609377
"1993-11-12",465.390015,6.93,3.54,0.00592654970280027
"1993-11-15",463.75,6.93,3.56,-0.00353018205373612
"1993-11-16",466.73999,6.93,3.56,0.00642672209988771
"1993-11-17",464.809998,6.93,3.55,-0.00414362038815241
"1993-11-18",463.619995,6.93,3.59,-0.00256347524452671
"1993-11-19",462.600006,6.93,3.64,-0.00220247762134562
"1993-11-22",459.130005,6.93,3.65,-0.00752935751638883
"1993-11-23",461.029999,6.93,3.6,0.00412970938103641
"1993-11-24",462.359985,6.93,3.6,0.0028806613516581
"1993-11-26",463.059998,6.93,3.58,0.00151285502014442
"1993-11-29",461.899994,6.93,3.6,-0.00250822655722249
"1993-11-30",461.790009,6.93,3.65,-0.000238142667264185
"1993-12-01",461.890015,6.93,3.62,0.00021653819026568
"1993-12-02",463.109985,6.93,3.62,0.00263777450240976
"1993-12-03",464.890015,6.93,3.62,0.00383627625659511
"1993-12-06",466.429993,6.93,3.57,0.00330708970131166
"1993-12-07",466.76001,6.93,3.6,0.0007072879321397
"1993-12-08",466.290009,6.93,3.6,-0.00100745089798338
"1993-12-09",464.179993,6.93,3.6,-0.00453538450961766
"1993-12-10",463.929993,6.93,3.62,-0.000538729266612137
"1993-12-13",465.700012,6.93,3.62,0.00380801206801262
"1993-12-14",463.059998,6.93,3.63,-0.00568504475203468
"1993-12-15",461.839996,6.93,3.61,-0.0026381289122881
"1993-12-16",463.339996,6.93,3.6,0.00324261511768409
"1993-12-17",466.380005,6.93,3.58,0.00653964598170109
"1993-12-20",465.850006,6.93,3.61,-0.00113705641493844
"1993-12-21",465.299988,6.93,3.62,-0.00118137371532701
"1993-12-22",467.320007,6.93,3.59,0.00433192976718733
"1993-12-23",467.380005,6.93,3.59,0.000128379157616543
"1993-12-27",470.540009,6.93,3.61,0.00673834849363963
"1993-12-28",470.940002,6.93,3.6,0.000849711134369713
"1993-12-29",470.579987,6.93,3.6,-0.000764752786456491
"1993-12-30",468.640015,6.93,3.62,-0.00413103374021251
"1993-12-31",466.450012,6.93,3.63,-0.00468405595373422
"1994-01-03",465.440002,6.92,3.67,-0.00216766008929881
"1994-01-04",466.890015,6.92,3.65,0.00311051696860876
"1994-01-05",467.549988,6.92,3.66,0.00141255320324163
"1994-01-06",467.119995,6.92,3.65,-0.00092009594435627
"1994-01-07",469.899994,6.92,3.54,0.0059337200687013
"1994-01-10",475.269989,6.92,3.53,0.0113631471123847
"1994-01-11",474.130005,6.92,3.51,-0.00240148421123632
"1994-01-12",474.170013,6.92,3.47,8.43783597268555e-05
"1994-01-13",472.470001,6.92,3.52,-0.00359167962983609
"1994-01-14",474.910004,6.92,3.55,0.00515106584953795
"1994-01-17",473.299988,6.92,3.55,-0.00339590926236966
"1994-01-18",474.25,6.92,3.53,0.00200519725682025
"1994-01-19",474.299988,6.92,3.52,0.000105398767969334
"1994-01-20",474.980011,6.92,3.47,0.00143271346080809
"1994-01-21",474.720001,6.92,3.5,-0.000547562394884515
"1994-01-24",471.970001,6.92,3.5,-0.00580973228669546
"1994-01-25",470.920013,6.92,3.51,-0.00222717054678778
"1994-01-26",473.200012,6.92,3.53,0.00482990164795449
"1994-01-27",477.049988,6.92,3.52,0.00810312457977069
"1994-01-28",478.700012,6.92,3.49,0.0034528394230966
"1994-01-31",481.609985,6.92,3.53,0.00606050528675262
"1994-02-01",479.619995,7.08,3.6,-0.00414051347630018
"1994-02-02",482,7.08,3.61,0.0049500007737926
"1994-02-03",480.709991,7.08,3.73,-0.00267995509373975
"1994-02-04",469.809998,7.08,3.84,-0.0229358055621551
"1994-02-07",471.76001,7.08,3.83,0.00414204949476193
"1994-02-08",471.049988,7.08,3.86,-0.00150618286979309
"1994-02-09",472.769989,7.08,3.85,0.00364476901528743
"1994-02-10",468.929993,7.08,3.86,-0.00815550038707347
"1994-02-11",470.179993,7.08,3.84,0.00266209657407224
"1994-02-14",470.230011,7.08,3.85,0.000106374878690474
"1994-02-15",472.519989,7.08,3.85,0.00485809070023002
"1994-02-16",472.790009,7.08,3.86,0.000571283511049181
"1994-02-17",470.339996,7.08,3.89,-0.00519550538773039
"1994-02-18",467.690002,7.08,3.93,-0.0056501413718868
"1994-02-22",471.459991,7.08,3.93,0.00802855620185206
"1994-02-23",470.690002,7.08,4.01,-0.00163453627798749
"1994-02-24",464.26001,7.08,4.03,-0.0137549458172224
"1994-02-25",466.070007,7.08,4.05,0.0038910907970866
"1994-02-28",467.140015,7.08,4.03,0.00229317826357622
"1994-03-01",464.440002,7.48,4.16,-0.00579664765455146
"1994-03-02",464.809998,7.48,4.15,0.000796332568313574
"1994-03-03",463.01001,7.48,4.21,-0.00388004191044189
"1994-03-04",464.73999,7.48,4.26,0.00372941418512074
"1994-03-07",466.910004,7.48,4.23,0.00465844026893247
"1994-03-08",465.880005,7.48,4.28,-0.00220842721016279
"1994-03-09",467.059998,7.48,4.29,0.00252962382454669
"1994-03-10",463.899994,7.48,4.3,-0.00678872596749969
"1994-03-11",466.440002,7.48,4.28,0.00546040011605342
"1994-03-14",467.390015,7.48,4.32,0.00203466007827391
"1994-03-15",467.01001,7.48,4.32,-0.00081336688951783
"1994-03-16",469.420013,7.48,4.28,0.00514722565845993
"1994-03-17",470.899994,7.48,4.28,0.00314782672080494
"1994-03-18",471.059998,7.48,4.35,0.000339725684525227
"1994-03-21",468.540009,7.48,4.41,-0.00536397408123079
"1994-03-22",468.799988,7.48,4.33,0.000554716554288959
"1994-03-23",468.540009,7.48,4.32,-0.000554716554288959
"1994-03-24",464.350006,7.48,4.37,-0.0089829049679393
"1994-03-25",460.579987,7.48,4.38,-0.00815205454871659
"1994-03-28",460,7.48,4.41,-0.00126004711144745
"1994-03-29",452.480011,7.48,4.46,-0.0164829019045216
"1994-03-30",445.549988,7.48,4.45,-0.0154341404528955
"1994-03-31",445.769989,7.48,4.5,0.000493652134238687
"1994-04-04",438.920013,7.88,4.83,-0.0154859055192107
"1994-04-05",448.290009,7.88,4.72,0.0211231707569492
"1994-04-06",448.049988,7.88,4.67,-0.000535557950198218
"1994-04-07",450.880005,7.88,4.64,0.0062964332522375
"1994-04-08",447.100006,7.88,4.68,-0.00841894313998903
"1994-04-11",449.869995,7.88,4.69,0.00617634436497028
"1994-04-12",447.570007,7.88,4.66,-0.00512567532184338
"1994-04-13",446.26001,7.88,4.69,-0.00293120148806025
"1994-04-14",446.380005,7.88,4.72,0.000268854182439604
"1994-04-15",446.179993,7.88,4.73,-0.00044817604148939
"1994-04-18",442.459991,7.88,4.91,-0.00837239781474963
"1994-04-19",442.540009,7.88,4.92,0.000180831638910917
"1994-04-20",441.959991,7.88,4.91,-0.0013115162987889
"1994-04-21",448.730011,7.88,4.87,0.0152020351966557
"1994-04-22",447.630005,7.88,4.9,-0.00245438558741728
"1994-04-25",452.709991,7.88,4.91,0.011284714511401
"1994-04-26",451.869995,7.88,4.93,-0.00185720722201399
"1994-04-28",449.100006,7.88,5.05,-0.00614892332602057
"1994-04-29",450.910004,7.88,5.07,0.00402217846480646
"1994-05-02",453.019989,7.99,5.12,0.00466847841878071
"1994-05-03",453.029999,7.99,5.19,2.20959111150165e-05
"1994-05-04",451.720001,7.99,5.22,-0.00289582517921705
"1994-05-05",451.380005,7.99,5.21,-0.000752953191904382
"1994-05-06",447.820007,7.99,5.4,-0.00791818628285323
"1994-05-09",442.320007,7.99,5.55,-0.012357763739149
"1994-05-10",446.01001,7.99,5.48,0.00830777785906722
"1994-05-11",441.48999,7.99,5.52,-0.0101860486340879
"1994-05-12",443.75,7.99,5.48,0.0051059937093223
"1994-05-13",444.140015,7.99,5.41,0.00087852102962227
"1994-05-16",444.48999,7.99,5.41,0.000787673196099625
"1994-05-17",449.369995,7.99,5.29,0.0109190557067009
"1994-05-18",453.690002,7.99,5.21,0.00956755911700657
"1994-05-19",456.480011,7.99,5.12,0.00613076172357552
"1994-05-20",454.920013,7.99,5.14,-0.00342330366993426
"1994-05-23",453.200012,7.99,5.28,-0.00378805226046897
"1994-05-24",454.809998,7.99,5.28,0.00354618929188266
"1994-05-25",456.339996,7.99,5.28,0.00335839202791988
"1994-05-26",457.059998,7.99,5.28,0.00157653197691499
"1994-05-27",457.329987,7.99,5.35,0.000590533606612986
"1994-05-31",456.5,7.99,5.38,-0.00181650250053433
"1994-06-01",457.630005,7.97,5.36,0.00247230824805467
"1994-06-02",457.649994,7.97,5.29,4.36784372546128e-05
"1994-06-03",460.130005,7.97,5.22,0.00540438239863938
"1994-06-06",458.880005,7.97,5.15,-0.00272032025167679
"1994-06-07",458.209991,7.97,5.16,-0.00146117419692882
"1994-06-08",457.059998,7.97,5.13,-0.00251290574142171
"1994-06-09",457.859985,7.97,5.15,0.00174875883954506
"1994-06-10",458.670013,7.97,5.2,0.0017675978149585
"1994-06-13",459.100006,7.97,5.22,0.00093703874077633
"1994-06-14",462.369995,7.97,5.14,0.00709736122263216
"1994-06-15",460.609985,7.97,5.19,-0.00381376014947588
"1994-06-16",461.929993,7.97,5.15,0.00286168389945107
"1994-06-17",458.450012,7.97,5.2,-0.00756208862576724
"1994-06-20",455.480011,7.97,5.24,-0.00649942857831398
"1994-06-21",451.339996,7.97,5.31,-0.00913090521148519
"1994-06-22",453.089996,7.97,5.28,0.00386984553682623
"1994-06-23",449.630005,7.97,5.29,-0.00766573896578748
"1994-06-24",442.799988,7.97,5.37,-0.0153068597180939
"1994-06-27",447.309998,7.97,5.37,0.0101336883439043
"1994-06-28",446.070007,7.97,5.48,-0.00277595600826874
"1994-06-29",447.630005,7.97,5.47,0.00349110342053294
"1994-06-30",444.269989,7.97,5.51,-0.00753454853257551
"1994-07-01",446.200012,8.11,5.5,0.00433484793439742
"1994-07-05",446.369995,8.11,5.48,0.000380884414044935
"1994-07-06",446.130005,8.11,5.46,-0.000537792730048281
"1994-07-07",448.380005,8.11,5.45,0.00503069774531184
"1994-07-08",449.549988,8.11,5.58,0.00260595741591185
"1994-07-11",448.059998,8.11,5.61,-0.00331990818232608
"1994-07-12",447.950012,8.11,5.55,-0.000245501722804242
"1994-07-13",448.730011,8.11,5.52,0.00173974924550535
"1994-07-14",453.410004,8.11,5.38,0.0103754071545108
"1994-07-15",454.160004,8.11,5.37,0.00165276543763238
"1994-07-18",455.220001,8.11,5.34,0.00233125310483917
"1994-07-19",453.859985,8.11,5.3,-0.00299207338314211
"1994-07-20",451.600006,8.11,5.4,-0.00499190183003595
"1994-07-21",452.609985,8.11,5.5,0.00223394881737704
"1994-07-22",453.109985,8.11,5.53,0.00110409412920998
"1994-07-25",454.25,8.11,5.53,0.00251281876809273
"1994-07-26",453.359985,8.11,5.53,-0.00196122850120606
"1994-07-27",452.570007,8.11,5.57,-0.00174401599948926
"1994-07-28",454.23999,8.11,5.56,0.0036832079342819
"1994-07-29",458.26001,8.11,5.37,0.00881105974300223
"1994-08-01",461.01001,8.07,5.4,0.00598302597398437
"1994-08-02",460.559998,8.07,5.35,-0.000976620401838879
"1994-08-03",461.450012,8.07,5.34,0.0019305956915554
"1994-08-04",458.399994,8.07,5.36,-0.00663157940504533
"1994-08-05",457.089996,8.07,5.59,-0.00286185301511743
"1994-08-08",457.890015,8.07,5.6,0.00174871405769217
"1994-08-09",457.920013,8.07,5.62,6.55114032248605e-05
"1994-08-10",460.299988,8.07,5.58,0.00518389999591662
"1994-08-11",458.880005,8.07,5.62,-0.00308967588594555
"1994-08-12",461.940002,8.07,5.6,0.00664626798028412
"1994-08-15",461.230011,8.07,5.64,-0.00153815901726517
"1994-08-16",465.01001,8.07,5.62,0.00816207440706229
"1994-08-17",465.170013,8.07,5.56,0.000344025882348831
"1994-08-18",463.170013,8.07,5.68,-0.00430877273033303
"1994-08-19",463.679993,8.07,5.64,0.00110045864630681
"1994-08-22",462.320007,8.07,5.66,-0.0029373368851493
"1994-08-23",464.51001,8.07,5.63,0.00472580092496511
"1994-08-24",469.029999,8.07,5.57,0.00968362207783624
"1994-08-25",468.079987,8.07,5.59,-0.00202753644640108
"1994-08-26",473.799988,8.07,5.58,0.0121460726905926
"1994-08-29",474.589996,8.07,5.58,0.0016659985787566
"1994-08-30",476.070007,8.07,5.56,0.00311365197028124
"1994-08-31",475.48999,8.07,5.56,-0.00121908670743309
"1994-09-01",473.170013,8.34,5.56,-0.00489107081071527
"1994-09-02",470.98999,8.34,5.55,-0.0046179182917836
"1994-09-06",471.859985,8.34,5.58,0.00184545849282802
"1994-09-07",470.98999,8.34,5.6,-0.00184545849282802
"1994-09-08",473.140015,8.34,5.59,0.00455451835070164
"1994-09-09",468.179993,8.34,5.7,-0.01053853708214
"1994-09-12",466.209991,8.34,5.72,-0.00421666531675768
"1994-09-13",467.51001,8.34,5.7,0.00278460317576634
"1994-09-14",468.799988,8.34,5.68,0.00275545240131425
"1994-09-15",474.809998,8.34,5.69,0.0127385071355572
"1994-09-16",471.190002,8.34,5.79,-0.00765330585520552
"1994-09-19",470.850006,8.34,5.78,-0.000721829246900896
"1994-09-20",463.359985,8.34,5.82,-0.0160353273139258
"1994-09-21",461.459991,8.34,5.9,-0.0041089005913566
"1994-09-22",461.269989,8.34,5.88,-0.000411825792602016
"1994-09-23",459.670013,8.34,5.89,-0.0034746619894257
"1994-09-26",460.820007,8.34,5.91,0.00249865739622468
"1994-09-27",462.049988,8.34,5.89,0.00266555795493506
"1994-09-28",464.839996,8.34,5.88,0.00602016738672795
"1994-09-29",462.23999,8.34,5.95,-0.00560903666541979
"1994-09-30",462.709991,8.34,5.96,0.0010162734204151
"1994-10-03",461.73999,8.57,6.06,-0.0020985480575888
"1994-10-04",454.589996,8.57,6.06,-0.0156060354299257
"1994-10-05",453.519989,8.57,6.1,-0.00235655925571354
"1994-10-06",452.359985,8.57,6.1,-0.00256105591763411
"1994-10-07",455.100006,8.57,6.01,0.00603889836281724
"1994-10-10",459.040009,8.57,6.01,0.00862018363267669
"1994-10-11",465.790009,8.57,6.01,0.0145975362612223
"1994-10-12",465.470001,8.57,6.05,-0.000687258143073244
"1994-10-13",467.790009,8.57,6.07,0.00497184654696792
"1994-10-14",469.100006,8.57,6.01,0.0027964816205559
"1994-10-17",468.959991,8.57,6.04,-0.00029852035368183
"1994-10-18",467.660004,8.57,6.04,-0.00277591305271052
"1994-10-19",470.279999,8.57,6.07,0.00558671515467779
"1994-10-20",466.850006,8.57,6.18,-0.00732024009111854
"1994-10-21",464.890015,8.57,6.19,-0.004207169053287
"1994-10-24",460.829987,8.57,6.24,-0.0087716675095475
"1994-10-25",461.529999,8.57,6.25,0.00151787186136421
"1994-10-26",462.619995,8.57,6.23,0.00235891686959011
"1994-10-27",465.850006,8.57,6.23,0.00695773482596795
"1994-10-28",473.769989,8.57,6.17,0.0168582418702563
"1994-10-31",472.350006,8.57,6.18,-0.0030016997287845
"1994-11-01",468.420013,8.68,6.25,-0.00835489180446292
"1994-11-02",466.51001,8.68,6.28,-0.00408587939248761
"1994-11-03",467.910004,8.68,6.31,0.00299650055985889
"1994-11-04",462.279999,8.68,6.39,-0.0121052123364471
"1994-11-07",463.070007,8.68,6.42,0.00170747973591734
"1994-11-08",465.649994,8.68,6.39,0.00555602040248537
"1994-11-09",465.399994,8.68,6.37,-0.000537028106396775
"1994-11-10",464.369995,8.68,6.5,-0.00221560048943559
"1994-11-11",462.350006,8.68,6.5,-0.0043594444857904
"1994-11-14",466.040009,8.68,6.49,0.00794929366255825
"1994-11-15",465.029999,8.68,6.55,-0.00216956917847355
"1994-11-16",465.619995,8.68,6.59,0.00126792259785091
"1994-11-17",463.570007,8.68,6.62,-0.00441242656853458
"1994-11-18",461.470001,8.68,6.64,-0.00454036493439691
"1994-11-21",458.299988,8.68,6.68,-0.00689308324847815
"1994-11-22",450.089996,8.68,6.67,-0.0180764114514353
"1994-11-23",449.929993,8.68,6.57,-0.000355554329106056
"1994-11-25",452.290009,8.68,6.58,0.00523158736776352
"1994-11-28",454.160004,8.68,6.74,0.00412598075136206
"1994-11-29",455.170013,8.68,6.85,0.00222143643444195
"1994-11-30",453.690002,8.68,6.91,-0.0032568542653264
"1994-12-01",448.920013,8.46,6.94,-0.0105694227326119
"1994-12-02",453.299988,8.46,7.01,0.00970940436782541
"1994-12-05",453.320007,8.46,7.15,4.41618321094239e-05
